nombre,cuenta,username,followers,engagementRate
Luisina Troncoso,https://www.instagram.com/mamasabebien,mamasabebien,"94,410",0.90%
Martin Piroyansky,https://www.instagram.com/martinpiro,martinpiro,"93,483",4.10%
Gonza,https://www.instagram.com/gonzalo_gerber,gonzalo_gerber,"92,563",7.20%
Joaquin Tuculet,https://www.instagram.com/joacotuculet,joacotuculet,"92,243",8%
It Baby Eat,https://www.instagram.com/itbabyeat,itbabyeat,"91,378",0.90%
Jessica Lekerman,https://www.instagram.com/jessicalekerman,jessicalekerman,"91,304",1.10%
Valentina Godfrid,https://www.instagram.com/valentinagod,valentinagod,"91,292",6%
PARRILLEROS® webserie,https://www.instagram.com/parrillerosss,parrillerosss,"90,973",1.20%
lulubiaus,https://www.instagram.com/lulubiaus,lulubiaus,"90,570",0.80%
Carla Conte,https://www.instagram.com/negraconte,negraconte,"90,299",2.10%
Viajeros De Buenos Aires,https://www.instagram.com/argentinayelmundo,argentinayelmundo,"89,226",2.90%
Andrea,https://www.instagram.com/estevezandrea,estevezandrea,"88,913",0.40%
Asadores Argentinos,https://www.instagram.com/asadoresargentinos,asadoresargentinos,"88,792",2.50%
ƤᗛᗷĹƟ,https://www.instagram.com/pablomatera,pablomatera,"88,704",6.50%
D I E G O    W E I S Z,https://www.instagram.com/diegoweisz,diegoweisz,"88,280",4.90%
Santi Cordero,https://www.instagram.com/santi_cordero,santi_cordero,"87,100",7.60%
Daniel Arcucci,https://www.instagram.com/daniarcucci,daniarcucci,"85,896",0.60%
Agus✌🏼,https://www.instagram.com/agustinadibenedetto,agustinadibenedetto,"85,084",4%
Anita,https://www.instagram.com/anitammoran,anitammoran,"85,047",11.80%
by China Calé,https://www.instagram.com/mindthegapchica,mindthegapchica,"85,022",0.70%
Josefina Alvarez Castillo,https://www.instagram.com/shelterfordragons,shelterfordragons,"84,576",1.10%
TRICOCO,https://www.instagram.com/tricocoblog,tricocoblog,"84,480",3.80%
ᴄᴀʀᴏʟɪɴᴀ ᴏʟᴛʀᴀ,https://www.instagram.com/caro_oltra,caro_oltra,"84,479",1.20%
Buenos Aires para Chicos,https://www.instagram.com/buenosairesparachicos,buenosairesparachicos,"83,613",0.90%
Cin Hutchinson,https://www.instagram.com/queestendencia,queestendencia,"83,559",0.90%
Matias Rossi,https://www.instagram.com/misil1misil,misil1misil,"83,550",6.60%
Recetas para bebés y familia,https://www.instagram.com/chefparabebes,chefparabebes,"82,558",0.90%
Carmen Barbieri,https://www.instagram.com/barbieri_carmen,barbieri_carmen,"82,284",2.10%
Aggy Ferrari,https://www.instagram.com/aggyferrari,aggyferrari,"82,209",1.50%
Jazmin Stuart,https://www.instagram.com/soyjazminstuart,soyjazminstuart,"81,667",1.10%
Marcelo Sottile,https://www.instagram.com/cholosottile,cholosottile,"81,439",1.40%
Sofía Savoy Zanolio,https://www.instagram.com/savoyszanolio,savoyszanolio,"80,754",4.70%
Tommy Muñoz,https://www.instagram.com/tommymunozdj,tommymunozdj,"80,493",1.10%
Fotos de Argentina 🇦🇷,https://www.instagram.com/arg.photos,arg.photos,"80,423",3%
Gapsi Pizzoleo,https://www.instagram.com/misslittletouch,misslittletouch,"80,335",0.60%
Thomas Finsterbusch,https://www.instagram.com/elniniocamo,elniniocamo,"79,446",0.90%
Lupi Mazzucchelli,https://www.instagram.com/lupimazz,lupimazz,"79,200",0.40%
P a u    L a m a r q u e,https://www.instagram.com/paulalamarque,paulalamarque,"79,120",1.60%
Belu ✨Fashion Entrepreneur,https://www.instagram.com/belubarrague,belubarrague,"78,766",1.70%
Paula Alonzo,https://www.instagram.com/paualonzoo,paualonzoo,"78,744",1.90%
Juan Imhoff,https://www.instagram.com/imhoffjuan,imhoffjuan,"78,261",12.10%
Clemente Cancela,https://www.instagram.com/clementedeviaje,clementedeviaje,"78,136",2.80%
Facundo Isa,https://www.instagram.com/facuisa,facuisa,"78,045",5.90%
Gonzalo Higuain,https://www.instagram.com/gonzalohiguain9_,gonzalohiguain9_,"78,005",7.10%
R̲o̲s̲a̲r̲i̲o̲ C̲u̲e̲n̲c̲a̲ 👩🏼,https://www.instagram.com/rochicuenca,rochicuenca,"77,902",3.70%
,https://www.instagram.com/loquevaok,loquevaok,"77,718",3.30%
ＳｏｆｉＥｌｌｉｏｔ,https://www.instagram.com/sofielliot,sofielliot,"76,482",4.20%
LUCIA MARTINEZ NASH,https://www.instagram.com/thestyleoflucia,thestyleoflucia,"76,323",2%
CRANBERRY CHIC ARGENTINA,https://www.instagram.com/cranberrychic_argentina,cranberrychic_argentina,"76,145",0.30%
Hernan Piquin,https://www.instagram.com/hpiquin,hpiquin,"75,858",6.10%
Matias Moroni,https://www.instagram.com/tutemoroni,tutemoroni,"75,767",8.70%
Luisa Drozdek 🎬,https://www.instagram.com/lulydrozdek,lulydrozdek,"75,470",1.50%
Pablo Stecco,https://www.instagram.com/pablostecco,pablostecco,"75,404",1.20%
Juanma Mato,https://www.instagram.com/matojuanma,matojuanma,"75,317",10.30%
Ale Pucheta,https://www.instagram.com/alepucheta,alepucheta,"75,250",1.60%
Facundo Moyano,https://www.instagram.com/facundomoyanook,facundomoyanook,"75,244",4.90%
Delfi Garcia Escudero,https://www.instagram.com/delfigescuderook,delfigescuderook,"75,132",3.10%
Agustina Lecouna,https://www.instagram.com/agus_lecouna,agus_lecouna,"74,783",0.80%
MARTINA CIANO,https://www.instagram.com/veganfitfluencer,veganfitfluencer,"73,858",1.50%
✖️ AZUMAKEUP ✖️,https://www.instagram.com/azumakeup,azumakeup,"73,682",1.20%
Polito pieres,https://www.instagram.com/politopieres,politopieres,"73,618",3.90%
P͙U͙R͙A͙☾☼V͙I͙D͙A͙,https://www.instagram.com/macubasile_,macubasile_,"73,311",5.20%
Juan Manuel Cativa,https://www.instagram.com/juanmacativa,juanmacativa,"72,613",0.20%
Mariana Bisso,https://www.instagram.com/cocina.mona,cocina.mona,"72,490",0.60%
Valentin Crucianelli Ballester,https://www.instagram.com/bytheoneandonly,bytheoneandonly,"72,318",1.40%
M E M E  C A S T R O,https://www.instagram.com/muyviajera,muyviajera,"72,209",3.90%
Julieta Anton,https://www.instagram.com/julietanton,julietanton,"70,970",8.40%
Estela Stier,https://www.instagram.com/titistier,titistier,"70,193",6.50%
GG,https://www.instagram.com/soygatina,soygatina,"69,568",6.10%
Santiago Repetto,https://www.instagram.com/santi.repetto,santi.repetto,"69,563",2.50%
Mat San Millán,https://www.instagram.com/matsanmillan,matsanmillan,"69,442",1.30%
🌿Luti Antelo🌿,https://www.instagram.com/veveyblog,veveyblog,"69,135",2%
Damián Betular,https://www.instagram.com/dbetular,dbetular,"68,801",1.80%
MMyArgentina 👉 Beta Suárez,https://www.instagram.com/mujer.madre.y.argentina,mujer.madre.y.argentina,"68,783",2.50%
Delfi Tillous,https://www.instagram.com/tipsytocs,tipsytocs,"68,769",2.10%
M & J 🌈,https://www.instagram.com/m.j.fotografia,m.j.fotografia,"67,707",6.10%
MISCE! 🎶,https://www.instagram.com/miscellaneousok,miscellaneousok,"67,551",1.70%
Cawi Blaksley 🇦🇷,https://www.instagram.com/cawiblaksley,cawiblaksley,"67,433",3.40%
Sofia Luna,https://www.instagram.com/sofilu20,sofilu20,"67,023",6.60%
MARÍA MARTINA,https://www.instagram.com/maitimerlino,maitimerlino,"66,356",5.80%
Mariano Zabaleta,https://www.instagram.com/marianozabaletaoficial,marianozabaletaoficial,"65,958",1.50%
Betsy Saúl • 💄👗✈️,https://www.instagram.com/seguilamoda,seguilamoda,"65,835",1.10%
Virginia Sar,https://www.instagram.com/virginia_sar,virginia_sar,"65,496",1.50%
Delfi Roldan & Loli Barski,https://www.instagram.com/mamas_sos,mamas_sos,"65,112",0.90%
Kekukis - Pastry Chef,https://www.instagram.com/kekutailhade,kekutailhade,"64,883",0.60%
Martín Insaurralde,https://www.instagram.com/minsaurralde_,minsaurralde_,"64,317",0.40%
Tips De Deco y Algo Mas...,https://www.instagram.com/agusgallook,agusgallook,"64,165",1.40%
Flor Scharenberg,https://www.instagram.com/biufit,biufit,"63,368",1.40%
Agustin Pichot,https://www.instagram.com/agustinpichot,agustinpichot,"63,135",6.50%
Mercedes Sarrabayrouse,https://www.instagram.com/mechasarra,mechasarra,"62,892",6.10%
Joaco Teran,https://www.instagram.com/joacoteran,joacoteran,"62,649",2.40%
Energia en Movimiento,https://www.instagram.com/dafneschilling,dafneschilling,"62,229",2.60%
Maria Freytes,https://www.instagram.com/maria_freytes,maria_freytes,"61,719",2.30%
Agos Larocca,https://www.instagram.com/agoslarocca,agoslarocca,"61,248",4.60%
Lucia Numer,https://www.instagram.com/lucia.numer,lucia.numer,"60,902",2%
Isabel Aladro,https://www.instagram.com/isaaladro,isaaladro,"60,689",7%
Pamela Villar,https://www.instagram.com/pamemvillar,pamemvillar,"59,939",1.30%
Justina Martinez Rolon ❁,https://www.instagram.com/jusmrolon,jusmrolon,"59,738",1.40%
Lara Bernasconi,https://www.instagram.com/larabernasconioficial,larabernasconioficial,"59,481",1%
fabianpaz,https://www.instagram.com/fabianpaz,fabianpaz,"58,971",1%
ᴍᴇᴍᴇ ᴍɪɴᴀssɪᴀɴ,https://www.instagram.com/amazingrooocket,amazingrooocket,"58,280",0.60%
J O S E F I N A,https://www.instagram.com/josefinadegregorio,josefinadegregorio,"58,029",5.70%
ʙᴇʟᴇɴ ᴍᴇɴᴅɪɢᴜʀᴇɴ,https://www.instagram.com/lelumendy,lelumendy,"57,891",5.90%
Everything Is Dato,https://www.instagram.com/everythingisdato,everythingisdato,"57,797",0.50%
ғoodвlogger & нealтнylιғeѕтyle,https://www.instagram.com/happylikeahippo,happylikeahippo,"57,700",0.90%
Maite Irazu,https://www.instagram.com/maiteirazu,maiteirazu,"57,550",1.70%
Norberto Fontana 🇦🇷,https://www.instagram.com/norbertofontana,norbertofontana,"57,474",1.70%
Leandro Saifir,https://www.instagram.com/leandrosaifir,leandrosaifir,"56,416",2.80%
Betiana Wolenberg,https://www.instagram.com/betianawolenberg,betianawolenberg,"56,287",4.20%
Lali Musica,https://www.instagram.com/lalimusica,lalimusica,"56,019",6.80%
NAT Cordoba mkp | HAIR | Blog,https://www.instagram.com/elblogdenatt,elblogdenatt,"55,167",1.20%
Vero Palazzo,https://www.instagram.com/veropalazzo,veropalazzo,"54,841",1.30%
Pablo Ariel Simonet,https://www.instagram.com/pablitosimon,pablitosimon,"54,526",7.70%
Javier Eloy ✨,https://www.instagram.com/javiereloy02,javiereloy02,"54,304",5.80%
,https://www.instagram.com/hoyquesale,hoyquesale,"54,129",0.50%
#burgerfacts,https://www.instagram.com/burgerfacts,burgerfacts,"54,058",3.60%
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀Celeste Failache,https://www.instagram.com/celestefailache,celestefailache,"53,913",1.60%
Olivia,https://www.instagram.com/olivia_viggiano,olivia_viggiano,"53,710",2.50%
Mariela Fernandez Casanou,https://www.instagram.com/marufercas,marufercas,"53,572",1%
Sole Nardelli Cocinera,https://www.instagram.com/sole_nardelli,sole_nardelli,"52,520",0.70%
Carla Lanzi,https://www.instagram.com/lanzicar,lanzicar,"51,288",2.60%
,https://www.instagram.com/santiloker,santiloker,"50,999",8%
Leo Senatore,https://www.instagram.com/leo.senatore,leo.senatore,"50,928",2.40%
Coni 🌈 Dietrich,https://www.instagram.com/conidietrich,conidietrich,"50,830",5.20%
Mery Garavilla,https://www.instagram.com/merygaravilla,merygaravilla,"50,653",2.50%
JANA JANITA JANA 🆇 A. San Juan,https://www.instagram.com/janajanitablog,janajanitablog,"50,555",2.40%
Rián Betina 🎨,https://www.instagram.com/rianbetina,rianbetina,"50,544",5.20%
Luciano Garcia,https://www.instagram.com/lucianogarciapastelero,lucianogarciapastelero,"50,528",2%
CAMILA ORSI,https://www.instagram.com/camilaorsimc,camilaorsimc,"50,458",4.60%
Osvaldito 🐾,https://www.instagram.com/osvaldomonaco,osvaldomonaco,"49,989",14.40%
LOLI BALBI🙋🏻‍♀️,https://www.instagram.com/ciudadanasdelmundo,ciudadanasdelmundo,"49,487",9.20%
solarosoledad,https://www.instagram.com/solarosoledad,solarosoledad,"49,441",0.90%
Fio Sargenti,https://www.instagram.com/fiosargenti,fiosargenti,"49,205",4.90%
Carola Del Bianco,https://www.instagram.com/caroladelbianco,caroladelbianco,"48,733",2.60%
Rossella Della Giovampaola,https://www.instagram.com/rosselladgp,rosselladgp,"48,632",3.60%
Experimento Casa,https://www.instagram.com/experimentocasa,experimentocasa,"48,541",0.90%
Un papá que cocina,https://www.instagram.com/papacocina,papacocina,"48,292",2.50%
Adri Montaldo Vera,https://www.instagram.com/adrimontaldovera,adrimontaldovera,"47,833",1.80%
Ramon Garriga,https://www.instagram.com/gluten.morgen,gluten.morgen,"46,931",1.40%
𝙳𝚎𝚕𝚏𝚒𝚗𝚊 𝚁𝚒𝚌𝚊𝚕𝚍𝚎,https://www.instagram.com/delfiricalde,delfiricalde,"46,841",4.50%
🇦🇷 C Y N T H I A,https://www.instagram.com/cyn.mayer,cyn.mayer,"46,809",2.20%
Karen Barg,https://www.instagram.com/mami.make.up,mami.make.up,"46,487",5.20%
• JULI  LEÓN •,https://www.instagram.com/madreinargentina,madreinargentina,"46,432",1.90%
Chule,https://www.instagram.com/muychule,muychule,"45,410",1%
sᴏʟᴇ 💛,https://www.instagram.com/cosademinasok,cosademinasok,"45,212",3.10%
Guido Petti Pagadizabal,https://www.instagram.com/guidopettip,guidopettip,"45,077",7.10%
Food in BA,https://www.instagram.com/food_in_ba,food_in_ba,"44,708",0.70%
Florencia Galarza,https://www.instagram.com/florencia.galarza,florencia.galarza,"44,659",5.60%
Majo Castorina,https://www.instagram.com/majocastorina,majocastorina,"44,578",1%
Violeta,https://www.instagram.com/violetajuni,violetajuni,"44,409",7.40%
Juan Forner 🇦🇷,https://www.instagram.com/juanforner,juanforner,"43,960",1.60%
🙋🏻 Mariana Riveiro,https://www.instagram.com/modahypeada,modahypeada,"43,580",0.70%
Elisa Insua ⚡️,https://www.instagram.com/elisainsua,elisainsua,"43,401",2.40%
Ro💕 Music & Lifestyle 👛,https://www.instagram.com/sereinne_,sereinne_,"43,091",5.90%
Graciela Borges,https://www.instagram.com/borgesgra13,borgesgra13,"42,932",2.40%
ᴊᴇsɪ ᴠᴇʀsᴀʟʟɪ,https://www.instagram.com/jesicaver,jesicaver,"42,793",1.90%
Carlita Cibalerio,https://www.instagram.com/carlaciba,carlaciba,"42,704",2.40%
•Lore•Castro• ARTE🌈DEPORTE,https://www.instagram.com/loreleycastro,loreleycastro,"42,620",1.70%
Soledad Villarreal,https://www.instagram.com/solvillarrealok,solvillarrealok,"42,606",2%
Takehiro OHNO,https://www.instagram.com/takehiro_ohno,takehiro_ohno,"42,472",3.40%
C C 🌸,https://www.instagram.com/claritacao,claritacao,"42,229",7.30%
Ana Maris Gonzalez,https://www.instagram.com/anitagonpereira,anitagonpereira,"42,141",0.80%
Belén Casetta,https://www.instagram.com/belencasetta,belencasetta,"42,104",8.80%
Floxie 🌏🛫,https://www.instagram.com/floxie10,floxie10,"41,843",5.30%
Cool Buenos Aires,https://www.instagram.com/coolbuenosaires,coolbuenosaires,"41,482",1.70%
Debbie Maniowicz,https://www.instagram.com/upalalaok,upalalaok,"41,457",1.30%
Lorena Pedace Lifestyle,https://www.instagram.com/lorenapedace,lorenapedace,"41,344",3.70%
Mariana Arias,https://www.instagram.com/mariaanaarias,mariaanaarias,"41,214",0.60%
Antito Perata,https://www.instagram.com/antitoperata,antitoperata,"40,956",0.80%
Griselda Pelozo Allegretti ▶️,https://www.instagram.com/glamoureando,glamoureando,"40,115",0.80%
Caro Berro Madero,https://www.instagram.com/karolinesmode,karolinesmode,"40,072",0.90%
SOY DE GRECIA,https://www.instagram.com/soydegrecia,soydegrecia,"40,049",3.40%
Recetas veganas!,https://www.instagram.com/samuraideensaladas,samuraideensaladas,"39,879",2%
unpapaconbarba,https://www.instagram.com/unpapaconbarba,unpapaconbarba,"39,785",2.10%
Gina D’Andrea,https://www.instagram.com/ginadandreaok,ginadandreaok,"39,632",3.10%
Agustina de Alba,https://www.instagram.com/agusdealba,agusdealba,"39,581",1.80%
Nacho Lecouna,https://www.instagram.com/nacholecouna,nacholecouna,"39,016",3.50%
ᔕIᒪᐯIᑎᗩ ᗰ queconqueok,https://www.instagram.com/queconqueok,queconqueok,"38,987",3.20%
🌎🏔✨🌲,https://www.instagram.com/clariledesma,clariledesma,"38,753",3.60%
Tigre Silencioso,https://www.instagram.com/nahuelmutti,nahuelmutti,"38,475",0.40%
Sofy Grimau,https://www.instagram.com/sofygrimauu,sofygrimauu,"38,409",3.20%
Santiago Colinet,https://www.instagram.com/santiagocolinet,santiagocolinet,"38,278",5.50%
Renato Giovannoni,https://www.instagram.com/tatogiovannoni,tatogiovannoni,"38,251",1.50%
Mech • Luca • Juan,https://www.instagram.com/muydemama,muydemama,"38,179",1.50%
Julieta Spina,https://www.instagram.com/julietaspina,julietaspina,"38,127",1%
Emiliano Boffelli,https://www.instagram.com/eboffelli,eboffelli,"37,624",12.40%
Federico Álvarez Castillo,https://www.instagram.com/federicoalvarezcastillo,federicoalvarezcastillo,"37,590",1.60%
chola,https://www.instagram.com/carmebustelo,carmebustelo,"37,315",6.20%
Victor Ardila & Emilio Muñoz,https://www.instagram.com/enchupines,enchupines,"36,429",0.90%
*La Juli* 🌈 Julieta Navarro,https://www.instagram.com/julivarro,julivarro,"36,220",8.30%
Locos X La Parrillaa,https://www.instagram.com/locosxlaparrillaa,locosxlaparrillaa,"36,135",6.20%
C L A R I T A,https://www.instagram.com/clarisarkany,clarisarkany,"36,106",3.60%
Sofía,https://www.instagram.com/sofisarkany,sofisarkany,"36,032",4.30%
𝙂 𝙄 𝙂 𝙂 𝙎 𝙔,https://www.instagram.com/giggsymakeup,giggsymakeup,"35,824",5.10%
Bautibomba,https://www.instagram.com/bautibomba9,bautibomba9,"35,651",9.80%
Lucila Godoy,https://www.instagram.com/lucila.godoy,lucila.godoy,"35,506",1.70%
Pupi,https://www.instagram.com/aguspupich,aguspupich,"35,464",22.80%
Marina Ahumada,https://www.instagram.com/nanipochu,nanipochu,"35,320",5.30%
Helena Ayerza,https://www.instagram.com/helenayerza,helenayerza,"35,114",3.90%
Juan Viel,https://www.instagram.com/pueblosbuenosaires,pueblosbuenosaires,"35,088",4%
ArielRodriguez,https://www.instagram.com/okarielrodriguez,okarielrodriguez,"34,984",1.90%
G i a n n i  C e r s o s i m o,https://www.instagram.com/giannicersosimo,giannicersosimo,"34,769",4.20%
martaaltberg,https://www.instagram.com/martaaltberg,martaaltberg,"34,745",3%
Mariana Ayraudo,https://www.instagram.com/marianaayraudoarte,marianaayraudoarte,"34,602",1.10%
Rafa Alvarado Event Group 🇻🇪,https://www.instagram.com/rafaalvarado,rafaalvarado,"34,267",1.40%
Cochito Lopez,https://www.instagram.com/cochitolopez,cochitolopez,"33,121",3.10%
Brenda Sander,https://www.instagram.com/brensander,brensander,"33,109",12.90%
Enrique Sacco,https://www.instagram.com/enriquesacco,enriquesacco,"33,089",28.30%
Santiago Muñiz,https://www.instagram.com/santiagomuniz,santiagomuniz,"33,050",4.40%
Vale Archimo-ok,https://www.instagram.com/valearchimo,valearchimo,"33,018",0.50%
Recetas Amigas,https://www.instagram.com/recetasamigas,recetasamigas,"32,989",0.90%
Martu Fadanelli 🔩,https://www.instagram.com/martufadanelli,martufadanelli,"32,805",2.20%
Laura Meseguer,https://www.instagram.com/laura_meseguer,laura_meseguer,"32,521",5.50%
D O L O R E S,https://www.instagram.com/camposlolita,camposlolita,"32,262",8.20%
Rosie's Tips,https://www.instagram.com/rosiestips,rosiestips,"32,115",4.30%
S O F I A 🌸,https://www.instagram.com/sofimoralesmusica,sofimoralesmusica,"31,967",2%
Pick Up The Fork,https://www.instagram.com/pickupthefork,pickupthefork,"31,211",3%
Loli Alliati / Founder,https://www.instagram.com/lavitalita,lavitalita,"31,198",0.90%
Agustin Mallmann,https://www.instagram.com/amallmann,amallmann,"31,148",3.10%
Jenny Dahlgren OLY,https://www.instagram.com/jennydahlgren,jennydahlgren,"30,536",3.20%
Jannine,https://www.instagram.com/fashionistarg,fashionistarg,"30,472",1.70%
⭐️ƑƑ⭐️,https://www.instagram.com/florfabiano,florfabiano,"30,069",0.90%
MARTI VILLAR 🌶,https://www.instagram.com/martivillar1,martivillar1,"29,237",2.10%
L͙U͙ P͙E͙D͙R͙A͙Z͙A͙,https://www.instagram.com/luciapedraza,luciapedraza,"28,855",1.90%
ModoGlutenFree,https://www.instagram.com/modo.glutenfree,modo.glutenfree,"28,653",2.80%
Guido Tassi,https://www.instagram.com/guidotassi,guidotassi,"28,095",3.10%
Belu Bergagna 🇦🇷,https://www.instagram.com/belubergagna,belubergagna,"27,886",4.50%
D e l f i n a  B r i z u e l a,https://www.instagram.com/delfibri,delfibri,"27,556",16.20%
Oh!LaModa,https://www.instagram.com/ohlamodablog,ohlamodablog,"27,064",0.90%
Mechi Manrique,https://www.instagram.com/lifeinpics_blog,lifeinpics_blog,"26,978",2.70%
Vik Arrieta ᕱ #happimessxVik,https://www.instagram.com/vikarrieta,vikarrieta,"26,859",1.80%
TheFitBlogger,https://www.instagram.com/thefitblogger,thefitblogger,"26,846",0.40%
• ᴍɪʟᴀɢʀᴏs ᴀᴄᴏsᴛᴀ - ᴍɪʟᴏ ᴀᴄ. •,https://www.instagram.com/heyitsmiloac,heyitsmiloac,"26,790",4.90%
Shei Alalu,https://www.instagram.com/shemakeup_,shemakeup_,"26,694",3.80%
🇦🇷 LEANDRO USUNA,https://www.instagram.com/leleusuna,leleusuna,"26,647",4%
IWAO KOMIYAMA,https://www.instagram.com/iwaochefok,iwaochefok,"26,534",3.30%
Fio,https://www.instagram.com/fiofrac,fiofrac,"26,469",3.30%
Emi & Flor Pereyra Giamportone,https://www.instagram.com/giamportones,giamportones,"26,321",1%
Dalia F. Walker,https://www.instagram.com/ladalia,ladalia,"26,128",2.60%
★ TEFF KAZELIAN DIEZ,https://www.instagram.com/itsmeliona,itsmeliona,"25,920",1.20%
Cat Courreges,https://www.instagram.com/catcourreges,catcourreges,"25,813",1.60%
MARIANA SOLER🎤📺❤️🤗,https://www.instagram.com/marianasolerok,marianasolerok,"25,773",3.40%
Agus,https://www.instagram.com/mammamoli,mammamoli,"25,453",2.30%
Guada Ghilardi,https://www.instagram.com/guadaghilardi,guadaghilardi,"25,396",2.20%
Flor Chedufau,https://www.instagram.com/florchedufau,florchedufau,"25,354",2.60%
Mara Lorenzon,https://www.instagram.com/maralorenzon,maralorenzon,"25,046",7.50%
EstiloDV,https://www.instagram.com/estilodv,estilodv,"24,990",2%
↟↟↟,https://www.instagram.com/jenn_fti,jenn_fti,"24,661",2.10%
,https://www.instagram.com/vickybecci,vickybecci,"24,573",2.10%
ARGENTINA SALVAJE,https://www.instagram.com/argentina.salvaje,argentina.salvaje,"24,500",5%
Pilar Coarasa,https://www.instagram.com/pilarcoarasa,pilarcoarasa,"24,460",11%
Luciano Banchero,https://www.instagram.com/lucianobanchero,lucianobanchero,"23,447",3.70%
F͙A͙B͙I͙A͙N͙A͙ J͙A͙F͙I͙F͙,https://www.instagram.com/demadreamadreblog,demadreamadreblog,"23,058",0.40%
MARTIN PASSERI,https://www.instagram.com/martinpasseri,martinpasseri,"23,011",5%
Neki Tavosnanska,https://www.instagram.com/mamadecco,mamadecco,"22,892",1.10%
Eduardo Torres,https://www.instagram.com/etorresfotografia,etorresfotografia,"22,790",2.70%
El Mago Cocina,https://www.instagram.com/elmagococina,elmagococina,"22,764",7.60%
Franco Ferrari,https://www.instagram.com/francoferra95,francoferra95,"22,709",1.50%
Laura Oliva,https://www.instagram.com/lauritaa.oliva,lauritaa.oliva,"22,664",2%
Valentina Elverdin,https://www.instagram.com/valenelverdin,valenelverdin,"22,624",3.50%
Filigrana de ideas,https://www.instagram.com/gabuleta,gabuleta,"22,584",10.10%
Eugenia,https://www.instagram.com/fashionvictimargentina,fashionvictimargentina,"22,296",1.50%
Ana Gallay,https://www.instagram.com/anita_amg,anita_amg,"22,139",5.80%
Nara Ferragut,https://www.instagram.com/naraferragut,naraferragut,"22,002",1%
JOSEFINA 🌈 AYERZA,https://www.instagram.com/joseayerza,joseayerza,"21,737",3.30%
ḀG̥O̥S̥T̥I̥N̥Ḁ S̥C̥I̥O̥L̥I̥,https://www.instagram.com/agostinascioli,agostinascioli,"21,589",3%
Piqui Méndez. Health Coach,https://www.instagram.com/piquimendez,piquimendez,"21,402",1%
Hache Beauty por Lau H. Broens,https://www.instagram.com/lauhachebeauty,lauhachebeauty,"21,384",1%
Mariana,https://www.instagram.com/dafflifestyle,dafflifestyle,"21,341",2.40%
Cande Bulla,https://www.instagram.com/candebulla,candebulla,"21,310",3.90%
💫CARO DI NEZIO💫,https://www.instagram.com/carodinezio,carodinezio,"21,209",1.50%
Leonel Guerrero,https://www.instagram.com/guerreronel,guerreronel,"21,142",5.30%
Rochi Sanguinetti,https://www.instagram.com/rochisanguinetti,rochisanguinetti,"20,961",2.20%
Victoria 🎀,https://www.instagram.com/vicucolovatti,vicucolovatti,"20,916",3.20%
Julieta 🎬 Travel • Photos,https://www.instagram.com/jd.travelphotos,jd.travelphotos,"20,454",0.80%
Gastón Luna,https://www.instagram.com/gaston_luna,gaston_luna,"20,411",11.20%
🇬🇧 El Inglés Glotón 🇬🇧,https://www.instagram.com/elinglesgloton,elinglesgloton,"20,331",5.70%
🅼🆄🅼🅸,https://www.instagram.com/unamamapanda,unamamapanda,"20,323",2.20%
#NAME?,https://www.instagram.com/mastop.recomienda,mastop.recomienda,"20,128",1.60%
Lucia Indurain,https://www.instagram.com/luciaindurain,luciaindurain,"20,069",4.70%
Belen Blanco Garcia,https://www.instagram.com/belublancog,belublancog,"19,708",5.20%
LINΛ,https://www.instagram.com/linacameli,linacameli,"19,682",3.20%
Guada M | Content creator,https://www.instagram.com/guadamalter,guadamalter,"19,606",0.40%
BELA LUNA 🌴,https://www.instagram.com/mabelaluna,mabelaluna,"19,596",2.70%
Sofía,https://www.instagram.com/sofufernandez,sofufernandez,"19,589",3.50%
Agustina Muda,https://www.instagram.com/agustinamuda,agustinamuda,"19,523",4.50%
comerricohacebien®,https://www.instagram.com/comerricohacebien,comerricohacebien,"19,311",0.90%
N I K I  M A Y O,https://www.instagram.com/niki.mayo,niki.mayo,"19,209",4.90%
Fede Bonomi,https://www.instagram.com/federicobonomi67,federicobonomi67,"19,176",4.10%
Anthony Vasquez,https://www.instagram.com/antovasdi,antovasdi,"19,145",2.30%
Anita Zanelli,https://www.instagram.com/anita_zanelli,anita_zanelli,"19,055",5%
Tepeino Puntocom,https://www.instagram.com/tepeinopuntocom,tepeinopuntocom,"18,945",2.40%
Guada Laclau,https://www.instagram.com/ladyfrenesi,ladyfrenesi,"18,924",0.70%
Lucía Vilariño,https://www.instagram.com/lulivilarino,lulivilarino,"18,915",1.30%
Tomás Balmaceda,https://www.instagram.com/capitanintriga,capitanintriga,"18,757",0.90%
Alexia Ortiz Basualdo,https://www.instagram.com/alexiaortizbasualdo,alexiaortizbasualdo,"18,346",5.50%
"La Plata, Buenos Aires",https://www.instagram.com/damianiomha,damianiomha,"18,285",7.50%
E u g e n i a  P e d r o т т i,https://www.instagram.com/uchipedrotti,uchipedrotti,"18,280",2.10%
Luis Bremer,https://www.instagram.com/luisbremeroficial,luisbremeroficial,"18,186",1.10%
Luana Hervier,https://www.instagram.com/luanahervier,luanahervier,"18,160",2%
Queen Mammas,https://www.instagram.com/queenmammas,queenmammas,"18,109",1.70%
Recetas saludables,https://www.instagram.com/laultimadietadetuvida,laultimadietadetuvida,"18,067",2.90%
